Player_Name,Position_ID,Shots,Makes,Pass,Accuracy,Personal_Rating,Goals,Assists,Fouls,Yellow_Card,Red_Card,Years_Pro,Team_Value
Lev Mikhaylov,7,2.360000,0.430000,57.340000,48.110000,4.380000,9,11,46,1,1,13,rotation
Yuri Semenov,3,4.740000,0.670000,27.670000,73.020000,5.870000,1,9,0,7,1,1,rotation
Dennis Jack,3,4.190000,0.500000,28.730000,66.080000,7.180000,12,13,17,2,1,12,rotation
Joshua Justin,10,1.070000,0.260000,65.320000,33.470000,4.310000,15,20,9,2,0,8,rotation
Ramazan Omarov,9,1.040000,0.780000,18.760000,63.720000,8.100000,9,18,53,3,1,11,rotation
Aisultan Sultanov,8,0.940000,0.260000,33.680000,61.750000,4.620000,0,18,30,9,2,2,rotation
Maxim Stepanov,4,1.540000,0.580000,10.850000,32.600000,8.650000,18,10,69,2,2,12,rotation
Amir Ibragimov,1,3.970000,0.220000,55.990000,79.510000,4.050000,13,6,40,8,1,4,rotation
Edward Henry,10,0.950000,0.530000,28.760000,81.820000,6.640000,9,8,20,13,1,11,rotation
Igor Petrov,2,5.040000,0.230000,30.970000,64.220000,8.610000,20,11,13,9,0,6,rotation
Martin Charles,6,1.620000,0.380000,54.280000,75.150000,5.720000,18,1,41,6,1,1,rotation
Ethan Aaron,4,1.060000,0.520000,55.040000,54.320000,4.530000,16,10,29,13,1,13,rotation
Joshua Walter,3,2.650000,0.710000,32.650000,36.070000,4.670000,5,21,3,4,2,2,rotation
Amir Ibraev,7,1.630000,0.680000,74.600000,57.560000,6.810000,9,0,66,13,0,3,rotation
Mark Anthony,0,2.320000,0.280000,105.810000,82.930000,9.310000,15,22,38,7,0,9,rotation
Aisultan Sultanov,10,1.880000,0.670000,105.980000,35.810000,8.190000,18,23,38,10,0,5,superstar
Leonid Volkov,5,2.070000,0.680000,45.530000,36.230000,7.460000,23,3,39,12,1,4,rotation
Arsen Ibragimov,10,4.110000,0.620000,62.480000,36.990000,7.050000,13,6,41,1,4,9,rotation
Leonid Volkov,9,2.100000,0.550000,65.670000,98.830000,7.990000,0,21,2,9,3,4,rotation
Nikolai Petrov,10,2.770000,0.290000,17.420000,84.660000,8.250000,20,9,60,2,0,12,rotation
Islam Kaliyev,7,3.350000,0.550000,76.780000,85.800000,9.100000,20,11,0,5,0,8,rotation
Ali Omarov,6,2.630000,0.270000,19.210000,86.390000,5.820000,13,11,26,6,1,7,main
